date,province,positive,dead,cured
2020-02-27,liaoning,121,1,93
2020-02-27,henan,1272,20,1103
2020-02-27,hainan,168,5,132
2020-02-27,taiwan,32,1,6
2020-02-27,hebei,318,6,274
2020-02-27,jilin,93,1,68
2020-02-27,jiangxi,935,1,790
2020-02-27,xinjiang,76,3,43
2020-02-26,hubei_non_wuhan,18155,556,11384
2020-02-26,guizhou,146,2,112
2020-02-26,wuhan,47441,2085,11816
2020-02-26,anhui,989,6,764
2020-02-26,guangxi,252,2,159
2020-02-26,xizang,1,0,1
2020-02-26,fujian,296,1,225
2020-02-26,shanghai,337,3,272
2020-02-26,jiangsu,631,0,494
2020-02-26,taiwan,32,1,5
2020-02-26,hainan,168,5,129
2020-02-26,neimenggu,75,0,38
2020-02-26,ningxia,72,0,65
2020-02-26,jilin,93,1,65
2020-02-26,shanxi,245,1,194
2020-02-26,xinjiang,76,2,34
2020-02-26,guangdong,1347,7,873
2020-02-26,hunan,1017,4,793
2020-02-26,gansu,91,2,81
2020-02-26,jiangxi,934,1,754
2020-02-26,henan,1272,20,1062
2020-02-26,hebei,317,6,261
2020-02-26,sichuan,534,3,310
2020-02-26,beijing,410,5,248
2020-02-26,qinghai,18,0,18
2020-02-26,hongkong ,91,2,24
2020-02-26,liaoning,121,1,92
2020-02-26,chongqing,576,6,384
2020-02-26,shandong,756,6,381
2020-02-26,shanxi,133,0,104
2020-02-26,heilongjiang,480,13,262
2020-02-26,macau,10,0,7
2020-02-26,zhejiang,1205,1,881
2020-02-26,yunnan,174,2,144
2020-02-26,tianjin,135,3,96
2020-02-25,shanxi,133,0,98
2020-02-25,henan,1271,19,1023
2020-02-25,hainan,168,5,124
2020-02-25,zhejiang,1205,1,814
2020-02-25,taiwan,31,1,5
2020-02-25,macau,10,0,7
2020-02-25,beijing,400,4,235
2020-02-25,sichuan,531,3,292
2020-02-25,neimenggu,75,0,35
2020-02-25,hunan,1016,4,779
2020-02-25,jiangxi,934,1,719
2020-02-25,guangxi,252,2,138
2020-02-25,xinjiang,76,2,30
2020-02-25,guangdong,1347,7,841
2020-02-25,shanghai,336,3,268
2020-02-25,tianjin,135,3,91
2020-02-25,ningxia,71,0,61
2020-02-25,anhui,989,6,727
2020-02-25,liaoning,121,1,88
2020-02-25,gansu,91,2,80
2020-02-25,jilin,93,1,63
2020-02-25,hebei,312,6,248
2020-02-25,shanxi,245,1,186
2020-02-25,hongkong ,85,2,18
2020-02-25,heilongjiang,480,12,245
2020-02-25,jiangsu,631,0,463
2020-02-25,xizang,1,0,1
2020-02-25,fujian,294,1,205
2020-02-25,qinghai,18,0,18
2020-02-25,yunnan,174,2,129
2020-02-25,shandong,756,6,357
2020-02-25,guizhou,146,2,104
2020-02-25,wuhan,47071,2043,10364
2020-02-25,chongqing,576,6,372
2020-02-25,hubei_non_wuhan,18116,572,10548
2020-02-24,jilin,93,1,60
2020-02-24,ningxia,71,0,58
2020-02-24,hongkong ,81,2,18
2020-02-24,chongqing,576,6,349
2020-02-24,jiangsu,631,0,458
2020-02-24,liaoning,121,1,83
2020-02-24,hainan,168,5,116
2020-02-24,guangxi,252,2,129
2020-02-24,taiwan,30,1,5
2020-02-24,xinjiang,76,2,30
2020-02-24,shanghai,335,3,261
2020-02-24,neimenggu,75,0,34
2020-02-24,shanxi,245,1,175
2020-02-24,xizang,1,0,1
2020-02-24,sichuan,529,3,278
2020-02-24,jiangxi,934,1,682
2020-02-24,anhui,989,6,692
2020-02-24,henan,1271,19,989
2020-02-24,wuhan,46607,1987,8950
2020-02-24,guangdong,1347,7,805
2020-02-24,heilongjiang,480,12,232
2020-02-24,hebei,311,6,241
2020-02-24,hubei_non_wuhan,18179,576,9904
2020-02-24,gansu,91,2,80
2020-02-24,zhejiang,1205,1,794
2020-02-24,fujian,294,1,188
2020-02-24,hunan,1016,4,751
2020-02-24,yunnan,174,2,124
2020-02-24,tianjin,135,3,87
2020-02-24,beijing,400,4,215
2020-02-24,shanxi,133,0,94
2020-02-24,macau,10,0,6
2020-02-24,qinghai,18,0,18
2020-02-24,guizhou,146,2,103
2020-02-24,shandong,755,6,343
2020-02-23,chongqing,575,6,335
2020-02-23,neimenggu,75,0,30
2020-02-23,jiangxi,934,1,645
2020-02-23,yunnan,174,2,115
2020-02-23,beijing,399,4,198
2020-02-23,fujian,293,1,174
2020-02-23,guizhou,146,2,102
2020-02-23,zhejiang,1205,1,765
2020-02-23,shanghai,335,3,249
2020-02-23,gansu,91,2,78
2020-02-23,shanxi,245,1,153
2020-02-23,sichuan,527,3,263
2020-02-23,shanxi,132,0,88
2020-02-23,heilongjiang,480,12,224
2020-02-23,xinjiang,76,2,28
2020-02-23,hunan,1016,4,721
2020-02-23,hebei,311,6,221
2020-02-23,anhui,989,6,648
2020-02-23,hubei_non_wuhan,18086,639,8552
2020-02-23,wuhan,46201,1856,8186
2020-02-23,hainan,168,5,106
2020-02-23,henan,1271,19,930
2020-02-23,xizang,1,0,1
2020-02-23,qinghai,18,0,18
2020-02-23,taiwan,28,1,5
2020-02-23,tianjin,135,3,81
2020-02-23,shandong,755,4,325
2020-02-23,hongkong ,74,2,12
2020-02-23,guangxi,251,2,107
2020-02-23,ningxia,71,0,57
2020-02-23,guangdong,1345,6,772
2020-02-23,jiangsu,631,0,427
2020-02-23,liaoning,121,1,73
2020-02-23,jilin,93,1,54
2020-02-23,macau,10,0,6
2020-02-22,chongqing,573,6,328
2020-02-22,beijing,399,4,189
2020-02-22,hebei,311,6,204
2020-02-22,macau,10,0,6
2020-02-22,guangxi,249,2,104
2020-02-22,sichuan,526,3,256
2020-02-22,gansu,91,2,76
2020-02-22,heilongjiang,480,12,215
2020-02-22,henan,1271,19,861
2020-02-22,wuhan,45660,1774,7278
2020-02-22,taiwan,26,1,2
2020-02-22,hainan,168,4,104
2020-02-22,tianjin,135,3,65
2020-02-22,yunnan,174,2,107
2020-02-22,shanghai,335,3,227
2020-02-22,shandong,754,4,311
2020-02-22,guangdong,1342,6,740
2020-02-22,hubei_non_wuhan,18229,572,8021
2020-02-22,jilin,91,1,52
2020-02-22,anhui,989,6,620
2020-02-22,xizang,1,0,1
2020-02-22,jiangsu,631,0,411
2020-02-22,fujian,293,1,165
2020-02-22,xinjiang,76,2,25
2020-02-22,hongkong ,69,2,11
2020-02-22,hunan,1016,4,704
2020-02-22,guizhou,146,2,91
2020-02-22,qinghai,18,0,18
2020-02-22,zhejiang,1205,1,729
2020-02-22,jiangxi,934,1,611
2020-02-22,ningxia,71,0,48
2020-02-22,shanxi,132,0,81
2020-02-22,neimenggu,75,0,26
2020-02-22,liaoning,121,1,68
2020-02-22,shanxi,245,1,140
2020-02-21,guizhou,146,2,90
2020-02-21,jilin,91,1,46
2020-02-21,hainan,168,4,96
2020-02-21,guangxi,249,2,99
2020-02-21,liaoning,121,1,66
2020-02-21,macau,10,0,6
2020-02-21,yunnan,174,2,96
2020-02-21,taiwan,26,1,2
2020-02-21,shanxi,132,0,78
2020-02-21,shanxi,245,1,117
2020-02-21,hongkong ,68,2,6
2020-02-21,beijing,399,4,178
2020-02-21,hunan,1013,4,670
2020-02-21,qinghai,18,0,18
2020-02-21,ningxia,71,0,48
2020-02-21,henan,1270,19,802
2020-02-21,chongqing,572,6,316
2020-02-21,xinjiang,76,2,24
2020-02-21,jiangxi,934,1,544
2020-02-21,zhejiang,1205,1,694
2020-02-21,gansu,91,2,76
2020-02-21,sichuan,526,3,242
2020-02-21,hebei,309,6,184
2020-02-21,tianjin,133,3,62
2020-02-21,guangdong,1339,5,720
2020-02-21,shanghai,334,3,211
2020-02-21,neimenggu,75,0,22
2020-02-21,jiangsu,631,0,387
2020-02-21,heilongjiang,479,12,183
2020-02-21,fujian,293,1,150
2020-02-21,xizang,1,0,1
2020-02-21,shandong,750,4,293
2020-02-21,anhui,989,6,566
2020-02-21,wuhan,45346,1684,6280
2020-02-21,hubei_non_wuhan,18108,566,7277
2020-02-20,qinghai,18,0,16
2020-02-20,yunnan,174,2,79
2020-02-20,xizang,1,0,1
2020-02-20,shanghai,334,2,199
2020-02-20,shandong,748,4,270
2020-02-20,guizhou,146,2,76
2020-02-20,zhejiang,1203,1,647
2020-02-20,beijing,396,4,169
2020-02-20,heilongjiang,479,12,141
2020-02-20,jiangxi,934,1,489
2020-02-20,gansu,91,2,71
2020-02-20,sichuan,525,3,222
2020-02-20,henan,1267,19,717
2020-02-20,jilin,91,1,44
2020-02-20,anhui,988,6,500
2020-02-20,wuhan,45027,1585,5573
2020-02-20,taiwan,24,1,2
2020-02-20,guangdong,1333,5,664
2020-02-20,ningxia,71,0,44
2020-02-20,hainan,168,4,89
2020-02-20,hubei_non_wuhan,18061,559,6215
2020-02-20,fujian,293,1,134
2020-02-20,hebei,308,5,170
2020-02-20,chongqing,567,6,299
2020-02-20,shanxi,245,1,110
2020-02-20,xinjiang,76,1,22
2020-02-20,hongkong ,68,2,5
2020-02-20,macau,10,0,6
2020-02-20,hunan,1011,4,638
2020-02-20,tianjin,131,3,59
2020-02-20,guangxi,246,2,95
2020-02-20,jiangsu,631,0,352
2020-02-20,shanxi,132,0,76
2020-02-20,liaoning,121,1,61
2020-02-20,neimenggu,75,0,16
2020-02-19,heilongjiang,476,12,123
2020-02-19,liaoning,121,1,58
2020-02-19,henan,1265,19,614
2020-02-19,xinjiang,76,1,20
2020-02-19,gansu,91,2,65
2020-02-19,shanxi,242,0,89
2020-02-19,wuhan,44412,1497,4990
2020-02-19,sichuan,520,3,198
2020-02-19,xizang,1,0,1
2020-02-19,tianjin,130,3,54
2020-02-19,hebei,307,5,152
2020-02-19,anhui,987,6,424
2020-02-19,qinghai,18,0,16
2020-02-19,shanghai,333,2,186
2020-02-19,ningxia,71,0,42
2020-02-19,hongkong ,65,2,5
2020-02-19,hainan,168,4,84
2020-02-19,zhejiang,1175,0,609
2020-02-19,jiangsu,631,0,325
2020-02-19,jiangxi,934,1,432
2020-02-19,guangxi,245,2,87
2020-02-19,taiwan,24,1,2
2020-02-19,neimenggu,75,0,11
2020-02-19,macau,10,0,6
2020-02-19,shandong,546,4,238
2020-02-19,chongqing,560,5,274
2020-02-19,shanxi,131,0,68
2020-02-19,guangdong,1332,5,619
2020-02-19,hunan,1010,4,578
2020-02-19,jilin,91,1,40
2020-02-19,fujian,293,1,112
2020-02-19,beijing,395,4,153
2020-02-19,hubei_non_wuhan,18045,532,5347
2020-02-19,guizhou,146,2,71
2020-02-19,yunnan,172,1,60
2020-02-18,hubei_non_wuhan,18930,540,4875
2020-02-18,heilongjiang,470,12,108
2020-02-18,shanxi,131,0,61
2020-02-18,ningxia,71,0,42
2020-02-18,jiangxi,933,1,362
2020-02-18,hebei,306,4,136
2020-02-18,xizang,1,0,1
2020-02-18,chongqing,555,5,254
2020-02-18,zhejiang,1173,0,544
2020-02-18,guizhou,146,2,69
2020-02-18,guangdong,1331,5,571
2020-02-18,beijing,393,4,145
2020-02-18,jilin,90,1,36
2020-02-18,shanghai,333,1,177
2020-02-18,hongkong ,62,1,4
2020-02-18,yunnan,172,0,57
2020-02-18,neimenggu,75,0,9
2020-02-18,jiangsu,631,0,296
2020-02-18,tianjin,128,3,48
2020-02-18,qinghai,18,0,15
2020-02-18,shandong,544,3,215
2020-02-18,macau,10,0,5
2020-02-18,xinjiang,76,1,14
2020-02-18,liaoning,121,1,55
2020-02-18,wuhan,42752,1381,4253
2020-02-18,anhui,986,6,361
2020-02-18,shanxi,240,0,89
2020-02-18,fujian,293,0,96
2020-02-18,hunan,1008,4,542
2020-02-18,hainan,163,4,79
2020-02-18,taiwan,22,1,2
2020-02-18,guangxi,244,2,76
2020-02-18,gansu,91,2,62
2020-02-18,sichuan,514,3,177
2020-02-18,henan,1261,19,552
2020-02-17,hunan,1007,4,501
2020-02-17,shanghai,333,1,161
2020-02-17,yunnan,172,0,47
2020-02-17,shanxi,240,0,79
2020-02-17,sichuan,508,3,163
2020-02-17,hebei,302,4,123
2020-02-17,fujian,292,0,91
2020-02-17,xizang,1,0,1
2020-02-17,hainan,163,4,59
2020-02-17,anhui,982,6,293
2020-02-17,liaoning,121,1,43
2020-02-17,zhejiang,1172,0,514
2020-02-17,henan,1257,19,505
2020-02-17,shanxi,130,0,53
2020-02-17,beijing,387,4,122
2020-02-17,guizhou,146,1,66
2020-02-17,neimenggu,73,0,8
2020-02-17,xinjiang,76,1,12
2020-02-17,taiwan,22,1,2
2020-02-17,chongqing,553,5,225
2020-02-17,jiangxi,933,1,310
2020-02-17,qinghai,18,0,13
2020-02-17,jilin,89,1,34
2020-02-17,tianjin,125,3,46
2020-02-17,guangxi,242,2,58
2020-02-17,macau,10,0,5
2020-02-17,hongkong ,60,1,2
2020-02-17,jiangsu,629,0,263
2020-02-17,ningxia,70,0,35
2020-02-17,gansu,91,2,58
2020-02-17,guangdong,1328,4,530
2020-02-17,heilongjiang,464,11,85
2020-02-17,shandong,543,2,193
2020-02-17,hubei_non_wuhan,18837,480,4404
2020-02-17,wuhan,41152,1309,3458
2020-02-16,hebei,301,3,109
2020-02-16,hunan,1006,3,467
2020-02-16,macau,10,0,5
2020-02-16,xizang,1,0,1
2020-02-16,qinghai,18,0,13
2020-02-16,guangdong,1322,4,473
2020-02-16,xinjiang,75,1,12
2020-02-16,fujian,290,0,84
2020-02-16,taiwan,20,1,2
2020-02-16,sichuan,495,3,136
2020-02-16,beijing,381,4,114
2020-02-16,gansu,90,2,54
2020-02-16,jilin,89,1,30
2020-02-16,guizhou,146,1,47
2020-02-16,chongqing,551,5,207
2020-02-16,shanghai,331,1,140
2020-02-16,guangxi,238,2,51
2020-02-16,neimenggu,72,0,8
2020-02-16,tianjin,124,3,45
2020-02-16,shandong,541,2,175
2020-02-16,yunnan,171,0,42
2020-02-16,wuhan,39462,1233,2937
2020-02-16,heilongjiang,457,11,80
2020-02-16,jiangxi,930,1,275
2020-02-16,liaoning,121,1,41
2020-02-16,anhui,973,6,266
2020-02-16,hainan,162,4,52
2020-02-16,jiangsu,626,0,226
2020-02-16,ningxia,70,0,33
2020-02-16,zhejiang,1171,0,470
2020-02-16,shanxi,129,0,50
2020-02-16,shanxi,236,0,64
2020-02-16,hubei_non_wuhan,18720,463,3702
2020-02-16,henan,1246,16,438
2020-02-16,hongkong ,57,1,2
2020-02-15,qinghai,18,0,13
2020-02-15,heilongjiang,445,11,70
2020-02-15,hubei_non_wuhan,18335,473,3021
2020-02-15,gansu,90,2,49
2020-02-15,shanxi,128,0,46
2020-02-15,zhejiang,1167,0,437
2020-02-15,taiwan,18,0,2
2020-02-15,anhui,962,6,232
2020-02-15,hongkong ,56,1,1
2020-02-15,guangdong,1316,2,436
2020-02-15,shanghai,328,1,124
2020-02-15,neimenggu,70,0,7
2020-02-15,jilin,89,1,28
2020-02-15,tianjin,122,3,37
2020-02-15,shandong,537,2,164
2020-02-15,henan,1231,13,397
2020-02-15,guizhou,144,1,37
2020-02-15,hunan,1004,3,430
2020-02-15,fujian,287,0,77
2020-02-15,liaoning,120,1,32
2020-02-15,xinjiang,71,1,11
2020-02-15,beijing,380,4,105
2020-02-15,guangxi,237,2,46
2020-02-15,hebei,300,3,100
2020-02-15,yunnan,169,0,42
2020-02-15,macau,10,0,3
2020-02-15,jiangsu,617,0,190
2020-02-15,sichuan,481,3,127
2020-02-15,ningxia,70,0,33
2020-02-15,jiangxi,925,1,239
2020-02-15,shanxi,232,0,53
2020-02-15,xizang,1,0,1
2020-02-15,chongqing,544,5,184
2020-02-15,hainan,162,4,39
2020-02-15,wuhan,37914,1123,2602
2020-02-14,henan,1212,13,356
2020-02-14,shanxi,127,0,38
2020-02-14,guangdong,1294,2,386
2020-02-14,chongqing,537,5,152
2020-02-14,hongkong ,56,1,1
2020-02-14,zhejiang,1162,0,409
2020-02-14,wuhan,35991,1016,2016
2020-02-14,hubei_non_wuhan,18415,441,2758
2020-02-14,yunnan,168,0,35
2020-02-14,ningxia,70,0,27
2020-02-14,hunan,1001,2,389
2020-02-14,guizhou,143,1,33
2020-02-14,taiwan,18,0,1
2020-02-14,shanghai,326,1,90
2020-02-14,shandong,530,2,139
2020-02-14,xizang,1,0,1
2020-02-14,gansu,90,2,44
2020-02-14,jiangxi,913,1,210
2020-02-14,liaoning,119,1,29
2020-02-14,tianjin,120,3,32
2020-02-14,macau,10,0,3
2020-02-14,xinjiang,70,1,6
2020-02-14,neimenggu,68,0,6
2020-02-14,anhui,950,6,198
2020-02-14,fujian,285,0,66
2020-02-14,hebei,291,3,86
2020-02-14,jiangsu,604,0,160
2020-02-14,hainan,162,4,38
2020-02-14,shanxi,230,0,49
2020-02-14,jilin,88,1,25
2020-02-14,beijing,375,4,97
2020-02-14,sichuan,470,1,115
2020-02-14,qinghai,18,0,11
2020-02-14,guangxi,235,2,40
2020-02-14,heilongjiang,425,11,48
2020-02-13,hebei,283,3,69
2020-02-13,henan,1184,11,313
2020-02-13,jilin,86,1,25
2020-02-13,xizang,1,0,1
2020-02-13,wuhan,32994,1036,1922
2020-02-13,beijing,372,3,79
2020-02-13,hubei_non_wuhan,18992,282,1940
2020-02-13,jiangxi,900,1,187
2020-02-13,zhejiang,1155,0,367
2020-02-13,hainan,157,4,30
2020-02-13,qinghai,18,0,11
2020-02-13,tianjin,119,3,21
2020-02-13,shandong,519,2,111
2020-02-13,neimenggu,65,0,6
2020-02-13,liaoning,116,1,22
2020-02-13,yunnan,162,0,27
2020-02-13,sichuan,463,1,105
2020-02-13,ningxia,67,0,24
2020-02-13,taiwan,18,0,1
2020-02-13,fujian,281,0,59
2020-02-13,hunan,988,2,352
2020-02-13,jiangsu,593,0,137
2020-02-13,shanxi,126,0,36
2020-02-13,anhui,934,6,166
2020-02-13,guangdong,1261,2,332
2020-02-13,shanxi,229,0,44
2020-02-13,guizhou,140,1,28
2020-02-13,xinjiang,65,1,6
2020-02-13,guangxi,226,2,35
2020-02-13,gansu,90,2,39
2020-02-13,hongkong ,53,1,1
2020-02-13,macau,10,0,3
2020-02-13,shanghai,318,1,62
2020-02-13,heilongjiang,418,11,37
2020-02-13,chongqing,529,4,128
2020-02-12,chongqing,518,3,102
2020-02-12,anhui,910,5,128
2020-02-12,jilin,84,1,22
2020-02-12,guangdong,1241,2,284
2020-02-12,ningxia,64,0,24
2020-02-12,tianjin,112,2,11
2020-02-12,gansu,87,2,31
2020-02-12,hongkong ,50,1,1
2020-02-12,beijing,366,3,68
2020-02-12,henan,1169,10,258
2020-02-12,jiangsu,570,0,131
2020-02-12,guizhou,135,1,20
2020-02-12,neimenggu,61,0,6
2020-02-12,xizang,1,0,1
2020-02-12,shanghai,313,1,57
2020-02-12,guangxi,222,2,33
2020-02-12,qinghai,18,0,9
2020-02-12,macau,10,0,2
2020-02-12,hunan,968,2,312
2020-02-12,heilongjiang,395,9,31
2020-02-12,hainan,157,4,27
2020-02-12,hebei,265,3,54
2020-02-12,fujian,279,0,54
2020-02-12,jiangxi,872,1,170
2020-02-12,shanxi,225,0,36
2020-02-12,liaoning,116,0,22
2020-02-12,shandong,506,2,98
2020-02-12,xinjiang,63,1,3
2020-02-12,zhejiang,1145,0,327
2020-02-12,sichuan,451,1,93
2020-02-12,shanxi,126,0,33
2020-02-12,hubei_non_wuhan,27605,382,1795
2020-02-12,wuhan,19558,820,1377
2020-02-12,yunnan,155,0,23
2020-02-12,taiwan,18,0,1
2020-02-11,hebei,251,2,48
2020-02-11,taiwan,18,0,1
2020-02-11,guizhou,131,1,17
2020-02-11,zhejiang,1131,0,279
2020-02-11,shanxi,124,0,30
2020-02-11,tianjin,106,2,10
2020-02-11,hongkong ,49,1,0
2020-02-11,henan,1135,8,231
2020-02-11,qinghai,18,0,5
2020-02-11,hunan,946,2,263
2020-02-11,jilin,83,1,18
2020-02-11,jiangsu,543,0,94
2020-02-11,xizang,1,0,0
2020-02-11,shanxi,219,0,31
2020-02-11,liaoning,116,0,19
2020-02-11,wuhan,18454,748,1243
2020-02-11,neimenggu,60,0,5
2020-02-11,ningxia,58,0,22
2020-02-11,hainan,145,3,20
2020-02-11,beijing,352,3,56
2020-02-11,hubei_non_wuhan,14912,320,1396
2020-02-11,jiangxi,844,1,152
2020-02-11,anhui,888,4,108
2020-02-11,gansu,86,2,24
2020-02-11,xinjiang,59,0,3
2020-02-11,shanghai,306,1,53
2020-02-11,yunnan,154,0,20
2020-02-11,macau,10,0,1
2020-02-11,guangdong,1219,1,241
2020-02-11,heilongjiang,378,8,28
2020-02-11,fujian,272,0,46
2020-02-11,shandong,497,1,80
2020-02-11,chongqing,505,3,79
2020-02-11,sichuan,436,1,85
2020-02-11,guangxi,222,1,31
2020-02-10,hunan,912,1,213
2020-02-10,jilin,81,1,13
2020-02-10,sichuan,417,1,82
2020-02-10,shanxi,213,0,26
2020-02-10,hainan,142,3,19
2020-02-10,hebei,239,2,41
2020-02-10,hongkong ,42,1,0
2020-02-10,gansu,86,2,21
2020-02-10,xinjiang,55,0,0
2020-02-10,tianjin,95,2,8
2020-02-10,liaoning,108,0,17
2020-02-10,neimenggu,58,0,5
2020-02-10,anhui,860,4,88
2020-02-10,wuhan,16902,681,1044
2020-02-10,henan,1105,7,198
2020-02-10,zhejiang,1117,0,250
2020-02-10,shandong,486,1,71
2020-02-10,taiwan,18,0,1
2020-02-10,xizang,1,0,0
2020-02-10,ningxia,53,0,14
2020-02-10,hubei_non_wuhan,14826,293,1178
2020-02-10,jiangxi,804,1,127
2020-02-10,macau,10,0,1
2020-02-10,jiangsu,515,0,84
2020-02-10,qinghai,18,0,3
2020-02-10,guangxi,215,1,30
2020-02-10,fujian,267,0,39
2020-02-10,chongqing,486,2,66
2020-02-10,heilongjiang,360,8,27
2020-02-10,shanxi,122,0,26
2020-02-10,guizhou,118,1,10
2020-02-10,shanghai,302,1,48
2020-02-10,yunnan,149,0,19
2020-02-10,beijing,342,3,48
2020-02-10,guangdong,1177,1,181
2020-02-09,shandong,459,1,63
2020-02-09,qinghai,18,0,3
2020-02-09,guangxi,210,1,18
2020-02-09,guizhou,109,1,7
2020-02-09,zhejiang,1092,0,200
2020-02-09,sichuan,405,1,76
2020-02-09,hainan,136,3,19
2020-02-09,chongqing,468,2,51
2020-02-09,guangdong,1151,1,143
2020-02-09,beijing,337,2,44
2020-02-09,shanghai,295,1,44
2020-02-09,jilin,80,1,12
2020-02-09,jiangsu,492,0,72
2020-02-09,yunnan,141,0,18
2020-02-09,hebei,218,2,35
2020-02-09,taiwan,18,0,1
2020-02-09,hunan,879,1,186
2020-02-09,anhui,830,3,73
2020-02-09,xizang,1,0,0
2020-02-09,gansu,83,2,16
2020-02-09,hubei_non_wuhan,14649,263,954
2020-02-09,wuhan,14982,608,841
2020-02-09,fujian,261,0,35
2020-02-09,liaoning,108,0,12
2020-02-09,tianjin,91,1,4
2020-02-09,shanxi,208,0,20
2020-02-09,heilongjiang,331,7,15
2020-02-09,shanxi,119,0,25
2020-02-09,xinjiang,49,0,0
2020-02-09,macau,10,0,1
2020-02-09,ningxia,49,0,13
2020-02-09,neimenggu,58,0,5
2020-02-09,hongkong ,36,1,0
2020-02-09,jiangxi,772,1,102
2020-02-09,henan,1073,6,169
2020-02-08,chongqing,446,2,39
2020-02-08,xizang,1,0,0
2020-02-08,hongkong ,26,1,0
2020-02-08,guangxi,195,1,18
2020-02-08,henan,1033,6,131
2020-02-08,guizhou,96,1,7
2020-02-08,qinghai,18,0,3
2020-02-08,hunan,838,1,159
2020-02-08,jilin,78,1,5
2020-02-08,guangdong,1120,1,125
2020-02-08,xinjiang,45,0,0
2020-02-08,beijing,326,2,37
2020-02-08,hainan,128,2,15
2020-02-08,zhejiang,1075,0,173
2020-02-08,liaoning,106,0,12
2020-02-08,fujian,250,0,24
2020-02-08,jiangsu,468,0,51
2020-02-08,tianjin,88,1,4
2020-02-08,hebei,206,2,30
2020-02-08,shanxi,195,0,17
2020-02-08,shanxi,115,0,21
2020-02-08,shandong,435,1,50
2020-02-08,sichuan,386,1,60
2020-02-08,shanghai,292,1,41
2020-02-08,heilongjiang,307,6,13
2020-02-08,gansu,79,1,12
2020-02-08,anhui,779,1,59
2020-02-08,ningxia,45,0,13
2020-02-08,yunnan,140,0,17
2020-02-08,macau,10,0,1
2020-02-08,jiangxi,739,0,72
2020-02-08,neimenggu,54,0,5
2020-02-08,taiwan,17,0,1
2020-02-08,hubei_non_wuhan,13410,235,777
